"","store_id","n","avg","hour2_p","hour6_p","hour10_p","hour14_p","hour18_p","hour22_p"
"1",0,68773,76.1143326596193,6.20737789539499,8.3404824567781,12.3900367876928,20.5574862227909,34.102045861021,10.4110624809155
"2",1,40,3698.75,0,0,2.5,57.5,27.5,0
"3",2,16829,95.9688632717333,4.3793451779666,8.12882524214154,50.193119020738,12.1813536157823,17.2440430209757,4.72993047715253
"4",3,383,163.919060052219,0,0,28.9817232375979,62.1409921671018,8.09399477806789,0
"5",4,2082,129.832853025937,0,0,57.9250720461095,18.8280499519693,22.9586935638809,0
"6",5,124,1487.39516129032,0,8.87096774193548,20.9677419354839,41.9354838709677,20.9677419354839,0
"7",6,2653,523.928759894459,0,0.0753863550697324,37.3162457595175,15.6049754994346,45.5710516396532,0
"8",7,122,897.622950819672,0,0,4.0983606557377,22.1311475409836,68.0327868852459,0
"9",8,1153,447.124891587164,21.2489158716392,0,0,0.0867302688638335,6.59150043365134,55.5941023417173
"10",9,13,1520,0,0,46.1538461538462,38.4615384615385,7.69230769230769,0
"11",10,7,1301.42857142857,0,0,14.2857142857143,71.4285714285714,14.2857142857143,0
"12",12,1352,679.974112426036,10.7988165680473,2.14497041420118,10.1331360946746,24.4822485207101,25.8136094674556,16.7899408284024
"13",13,4114,141.053232863393,4.69129800680603,0,0,0.583373845405931,39.2075838599903,38.2596013612056
"14",14,1057,200.608325449385,0,0.662251655629139,81.1731315042573,5.3926206244087,12.0151371807001,0
"15",15,272,135,47.4264705882353,6.61764705882353,0,0.367647058823529,13.9705882352941,27.9411764705882
"16",16,92,472.065217391304,7.60869565217391,0,0,3.26086956521739,33.695652173913,30.4347826086957
"17",18,941,181.924548352816,0,0,15.7279489904357,33.9001062699256,48.884165781084,0
"18",19,320,438.78125,0,0,5,2.1875,53.75,19.0625
"19",20,138,188.927536231884,2.89855072463768,0,0,0.72463768115942,40.5797101449275,30.4347826086957
"20",21,408,141.553921568627,18.6274509803922,0,0,0,8.08823529411765,55.8823529411765
"21",22,7134,134.545977011494,0,0,29.4785534062237,13.358564620129,53.0698065601346,0.420521446593776
"22",23,9847,23.8872753122779,0,4.83395958159846,49.3043566568498,39.0169594800447,5.64638976337971,0
"23",24,6765,22.9883222468588,13.5550628233555,4.6119733924612,8.61788617886179,18.9652623798965,25.6319290465632,20.5321507760532
"24",25,483,252.298136645963,0.41407867494824,0,0.41407867494824,4.55486542443064,65.8385093167702,12.4223602484472
"25",26,901,580.105438401776,17.6470588235294,0,0,0.665926748057714,14.3174250832408,50.2774694783574
"26",27,89,1596.39325842697,0,0,6.74157303370786,31.4606741573034,60.6741573033708,0
"27",28,2733,100.785217709477,1.35382363702891,0,31.4306622758873,22.2466154409074,35.6384924990853,6.1836809366996
"28",29,124,129.08064516129,27.4193548387097,0,0.806451612903226,0.806451612903226,16.9354838709677,43.5483870967742
"29",30,3268,82.9822521419829,0,0,27.233782129743,27.937576499388,44.0024479804162,0
"30",31,19,2000,15.7894736842105,0,0,0,21.0526315789474,42.1052631578947
"31",32,2509,125.892785970506,0,0.0398565165404544,29.6931048226385,26.7038660821044,43.0450378636907,0
"32",33,3129,108.231703419623,0,0.4154682007031,54.8098434004474,11.8568232662192,32.0549696388623,0.0319590923617769
"33",34,11337,33.8359354326541,4.89547499338449,16.2741465996295,14.5452941695334,15.136279439005,29.9726559054424,11.6785745788127
"34",35,1433,88.4152128401954,3.27983251919051,0,0,0.418702023726448,37.8227494766225,40.3349616189812
"35",36,513,1070.20467836257,0,0,36.4522417153996,45.6140350877193,8.18713450292398,0
"36",37,741,245.879892037787,0,0,0,0.269905533063428,45.0742240215924,27.2604588394062
"37",38,624,380.586538461538,1.44230769230769,0,0,0.961538461538462,58.974358974359,23.3974358974359
"38",39,5176,108.502897990726,11.3987635239567,0.0193199381761978,0.927357032457496,0.618238021638331,33.500772797527,35.1622874806801
"39",40,1963,93.2017320427916,0,0,24.0448293428426,28.6296484971982,42.8425878757005,0
"40",41,281,134.23487544484,1.06761565836299,0,0,5.69395017793594,50.8896797153025,25.2669039145907
"41",42,18,170.277777777778,0,0,11.1111111111111,61.1111111111111,27.7777777777778,0
"42",43,1897,149.872957301002,6.80021085925145,0,0.263574064312072,5.74591460200316,43.9114391143911,25.9356879283079
"43",44,8,9771.125,0,0,75,25,0,0
"44",45,7928,128.161579212916,0,0,42.6715438950555,14.0388496468214,37.1972754793138,0.529767911200807
"45",46,1060,103.081132075472,0.0943396226415094,0,0.943396226415094,12.5471698113208,59.622641509434,11.8867924528302
"46",48,26,1051.92307692308,0,0,15.3846153846154,65.3846153846154,15.3846153846154,0
"47",49,2301,225.077792264233,0,0,67.7531508039983,9.16992611907866,22.2511951325511,0
"48",50,3291,297.738985110909,1.0635065329687,0.0303859009419629,30.355515041021,1.0635065329687,37.0707991491948,15.4664235794591
"49",51,6103,26.9179092249713,0,15.9757496313289,43.3884974602654,27.4946747501229,12.6003604784532,0
"50",52,7502,288.123033857638,0,0,45.4412156758198,25.0866435617169,28.4724073580379,0
"51",53,23,881.304347826087,0,0,0,26.0869565217391,56.5217391304348,0
"52",54,27,2358.33333333333,3.7037037037037,51.8518518518518,25.9259259259259,11.1111111111111,3.7037037037037,0
"53",55,5488,122.271319241983,10.167638483965,0,0.0182215743440233,0.43731778425656,32.9628279883382,38.7572886297376
"54",56,16,1112.5,0,6.25,18.75,43.75,31.25,0
"55",57,79,1046.79746835443,0,10.126582278481,43.0379746835443,32.9113924050633,7.59493670886076,0
"56",58,46,927.282608695652,0,0,8.69565217391304,76.0869565217391,13.0434782608696,0
"57",59,8876,25.1046642631816,0,0.0225326723749437,18.3641279855791,34.9819738621,37.0549797205949,3.98828301036503
"58",60,1412,133.434135977337,0,2.54957507082153,35.6232294617564,9.98583569405099,51.0623229461756,0
"59",61,2,542.5,0,0,0,100,0,0
"60",62,33,179.545454545455,0,0,27.2727272727273,48.4848484848485,24.2424242424242,0
"61",63,387,107.103359173127,0,0,0,6.71834625322997,51.421188630491,27.390180878553
"62",64,4248,96.9103107344633,0.306026365348399,0,0.0706214689265537,9.9105461393597,53.7900188323917,19.6563088512241
"63",65,17142,81.5578695601447,0,0.0875043752187609,59.9988332749971,19.046785672617,20.6510325516276,0
"64",66,3676,60.7984221980414,0,3.97170837867247,16.5669205658324,36.9967355821545,38.8737758433079,0
"65",67,2093,52.1605351170569,0,11.7056856187291,56.1395126612518,22.5513616817965,8.79120879120879,0
"66",68,10646,35.2757843321435,0,14.042832988916,44.4674055983468,26.6578996806312,12.2393387187676,0.103325192560586
"67",69,196,2142.13265306122,0,0,17.3469387755102,64.7959183673469,15.3061224489796,0
"68",70,843,92.7651245551601,0.830367734282325,0,0.237247924080664,13.2858837485172,48.0427046263345,22.3013048635824
"69",71,2185,102.287871853547,0,0.137299771167048,55.6521739130435,24.3020594965675,18.9016018306636,0
"70",72,240,146.775,0,0,5,2.91666666666667,70.8333333333333,5.83333333333333
"71",73,3102,24.42972275951,0,0.0322372662798195,27.0793036750484,41.8117343649259,29.9161831076725,0
"72",74,68,230.397058823529,0,0,26.4705882352941,54.4117647058823,19.1176470588235,0
"73",75,664,119.850903614458,0,0,32.2289156626506,25.7530120481928,41.8674698795181,0
"74",76,26,166.230769230769,0,0,11.5384615384615,46.1538461538462,38.4615384615385,0
"75",77,77,741.558441558442,5.19480519480519,0,0,10.3896103896104,37.6623376623377,29.8701298701299
"76",78,474,153.210970464135,32.7004219409283,0.632911392405063,0,0,6.54008438818565,47.6793248945148
"77",79,20,343.25,0,5,10,55,20,0
"78",80,1172,135.482081911263,4.86348122866894,0,0.0853242320819113,1.36518771331058,34.8976109215017,36.9453924914676
"79",81,8,413.75,0,0,25,50,25,0
"80",82,6148,24.3049772283669,0,1.80546519193234,19.2908262849707,37.9798308392973,39.4274560832791,0
"81",83,33,502.272727272727,0,0,3.03030303030303,3.03030303030303,87.8787878787879,0
"82",84,112,661.8125,0,0,37.5,8.03571428571429,45.5357142857143,0
"83",85,50,6470,0,0,34,50,10,2
"84",86,813,188.237392373924,0,0.1230012300123,3.4440344403444,14.0221402214022,62.7306273062731,8.85608856088561
"85",87,776,536.385309278351,2.06185567010309,0,0,2.06185567010309,43.4278350515464,34.9226804123711
"86",88,4183,97.1257470714798,0,0,2.34281616065025,21.5156586182166,56.1080564188382,8.46282572316519
"87",89,246,335.861788617886,0,2.84552845528455,20.3252032520325,43.9024390243902,31.7073170731707,0
"88",90,42,135.47619047619,0,2.38095238095238,14.2857142857143,23.8095238095238,50,0
"89",91,1374,245.75691411936,11.353711790393,0,0,0.145560407569141,32.5327510917031,37.627365356623
"90",92,1612,98.4367245657568,0,0.930521091811414,52.1712158808933,11.4764267990074,29.4044665012407,2.41935483870968
"91",93,64,178.78125,0,0,1.5625,3.125,57.8125,15.625
"92",94,529,114.37618147448,0.189035916824197,0,0.189035916824197,11.9092627599244,55.5765595463138,17.3913043478261
"93",95,401,76.3216957605985,0,41.3965087281795,22.9426433915212,29.1770573566085,5.23690773067332,0
"94",96,2012,40.5994035785288,0,0.0497017892644135,29.4731610337972,34.8906560636183,34.8906560636183,0
"95",97,5312,57.663968373494,0,0.150602409638554,44.7289156626506,28.5579819277108,26.2424698795181,0
"96",98,1996,32.1447895791583,0,0,15.1302605210421,42.434869739479,37.6753507014028,0.901803607214429
"97",99,6,1608.33333333333,0,0,50,33.3333333333333,16.6666666666667,0
"98",100,1218,233.664203612479,0,0.0821018062397373,23.7274220032841,43.5960591133005,31.7733990147783,0
"99",101,8,91.5,0,0,0,0,100,0
"100",102,101,245.386138613861,0,0,11.8811881188119,39.6039603960396,30.6930693069307,2.97029702970297
"101",103,90,245.277777777778,0,1.11111111111111,23.3333333333333,53.3333333333333,21.1111111111111,0
"102",104,13325,220.121350844278,0,0.0975609756097561,29.3508442776735,35.3320825515947,34.4540337711069,0
"103",105,36063,82.9404652968416,2.73965005684497,10.9918753292849,18.520367135291,25.6384660178022,30.7739234118071,6.32504228710867
"104",106,2712,413.993362831858,0,0,0,1.62241887905605,77.9498525073746,7.9646017699115
"105",107,141,55.468085106383,0,36.1702127659575,36.8794326241135,24.822695035461,2.12765957446809,0
"106",108,14,384.642857142857,0,7.14285714285714,28.5714285714286,50,7.14285714285714,0
"107",109,12737,79.2566538431342,0,3.14830807882547,48.6456779461412,21.2216377482924,25.8852162989715,0.0785114234121065
"108",110,5041,169.77226740726,3.5707200952192,0.0396746677246578,0,2.43999206506646,41.2021424320571,32.0769688553858
"109",111,3348,181.126344086022,14.5161290322581,0.17921146953405,0,0.627240143369176,51.1350059737156,22.4611708482676
"110",112,427,195.154566744731,1.17096018735363,0,8.43091334894614,1.87353629976581,34.6604215456674,34.4262295081967
"111",113,31,1759.35483870968,0,0,19.3548387096774,32.258064516129,38.7096774193548,0
"112",114,639,22.7433489827856,0,17.0579029733959,51.0172143974961,24.1001564945227,6.57276995305164,0
"113",115,1500,32.1413333333333,0,1.06666666666667,26,35.9333333333333,34.7333333333333,0
"114",116,266,354.432330827068,0,0,27.0676691729323,44.3609022556391,27.4436090225564,0
"115",117,360,178.819444444444,0,0,10.8333333333333,47.2222222222222,37.2222222222222,0.277777777777778
"116",118,3517,84.3460335513222,0,0.0568666477111174,38.5271538242821,23.4574921808359,37.1054876315041,0
"117",119,233,319.184549356223,0,0.858369098712446,27.0386266094421,65.2360515021459,5.5793991416309,0
